MovieName,actorid,ReleaseYear,BoxOffice
倭寇的踪迹,4746,2012,36
诡影迷情,2240681,2015,340
师父,2239679,2015,5482
一刻十年,2238234,2015,11
探灵档案,2236804,2015,334
丑男大翻身,2232762,2014,5
犹太女孩在上海2：项链密码,2232757,2015,164
大峰祖师,2232647,2014,48
0.5的爱情,2232614,2014,55
与贼同屋,2232659,2014,48
十二生肖城市英雄,2232393,2014,59
不爱不散,2232360,2014,77
东北偏北,2232540,2015,92
黑月,2232279,2014,96
破局,2232195,2014,163
狙击时刻,2232166,2014,168
黄克功案件,2232189,2014,227
超萌英雄,2232131,2014,168
有一天,2231954,2014,219
有一天,2231937,2014,219
死亡派对,2231719,2014,551
等爱归来,2231181,2015,71
美人邦,2231101,2014,702
还魂之迷失曼谷,2231093,2014,778
最佳嫌疑人,2230921,2014,884
怨灵,2230187,2014,1894
巴啦啦小魔仙之魔法的考验,2230173,2014,1916
好命先生,2230091,2014,2212
魁拔Ⅲ战神崛起,2230043,2014,2499
食人虫,2230068,2014,2257
大话天仙,2229788,2014,2962
巴黎假期,2229603,2015,1792
前任攻略,2229107,2014,12968
前任攻略,2229119,2014,12968
微爱之渐入佳境,2228934,2014,28637
三只小猪与神灯,2228193,2015,2382
警察日记,2228203,2014,210
怖偶,2228145,2014,563
巴啦啦小魔仙之魔箭公主,2227068,2015,3828
初恋未满,2226231,2013,225
爱情银行,2225307,2013,536
何以笙箫默,2225792,2015,35351
巴啦啦小魔仙,2225281,2013,5190
狄仁杰之神都龙王,2223767,2013,60077
咱们结婚吧,2220269,2015,28448
我的播音系女友,2218760,2014,1282
被风吹过的记忆,2217694,2015,0
青春检察官,2216285,2015,0
煎饼侠,2216223,2015,116275
唐人街探案,2216223,2015,82441
37次想你,2216391,2014,49
蜡笔总动员,2216403,2015,662
太平轮：彼岸,2215586,2015,5105
黄克功案件,2211930,2014,227
恐怖电影院,2209752,2014,1228
怨灵,2209721,2014,1894
剑齿王朝,2205914,2012,2
摩登森林之美食总动员,2205907,2014,216
青春.com,2204781,2014,
开心超人2：启源星之战,2205191,2014,2803
冰封：重生之门,2200622,2014,14269
201413爱你一世一生,2200646,2014,89
吉星高照2015,2200061,2015,1529
云之锦,2193431,2012,15
三更车库,2192680,2015,792
不爱不散,2193121,2014,77
同桌的你,2185586,2014,45576
笔仙3,2183503,2014,5038
笔仙,2183503,2012,5817
我爱灰太狼,2183260,2012,7535
我愿意,2183214,2012,8497
花都之恋,2181701,2015,0
嗨起，打他个鬼子,2180556,2013,1
千锤百炼,2180624,2013,23
爱你不等来生,2214671,2014,25
谁动了我的梦想,2214179,2014,319
心迷宫,2213790,2015,1067
全能囧爸,2212556,2015,83
黄克功案件,2211936,2014,227
斐济99℃爱情,2212511,2014,127
爱你不等来生,2211684,2014,25
街舞小子,2211600,2014,9
十二生肖城市英雄,2211605,2014,59
花咒,2211694,2014,628
街舞小子,2211594,2014,9
天河,2210920,2014,3324
剑河,2210374,2014,24
凤凰台,2210531,2014,2
守梦者,2209833,2015,31
诡替身,2209744,2014,602
恐怖电影院,2209753,2014,1228
非你勿扰,2209707,2015,46
墓穴迷城,2207661,2015,249
简单爱,2206241,2015,21
黎明之眼,2206388,2014,29
神探驾到,2205534,2015,3740
黄金福将,2204787,2015,125
女生宿舍,2205231,2014,1283
我是狼之火龙山大冒险,2205196,2014,207
江湖论剑实录,2205196,2014,1093
好命先生,2205183,2014,2212
与贼同屋,2204696,2014,48
夏洛特烦恼,2204212,2015,144161
我就是我,2203603,2014,652
宝贝，对不起,2202838,2015,497
全城通缉,2201685,2014,3504
风雨日升昌,2202220,2015,0
热血男人帮,2202678,2015,178
热血男人帮,2202679,2015,178
幸福中转栈,2200800,2014,31
一个温州的女人,2200782,2014,92
完美假妻168,2200775,2014,2929
激浪青春,2200831,2014,498
永远的守望,2201134,2015,9
心咒,2199603,2014,243
异种,2199550,2015,508
西游新传2：真心话大冒险,2200415,2015,245
心咒,2200303,2014,243
我是狼之火龙山大冒险,2200419,2014,207
我的播音系女友,2200074,2014,1282
恐怖电影院,2194563,2014,1228
一刻十年,2194554,2015,11
找个高富帅,2194558,2014,91
我是女王,2194431,2015,1553
人间蒸发,2193730,2013,433
湘江北去,2194346,2011,136
天上的菊美,2194340,2014,1177
放手爱,2193984,2014,198
致命替身,2193405,2012,262
一八九四·甲午大海战,2193472,2012,414
桃枝的桃,2193382,2012,10
咱们的工会主席,2193719,2013,14
母语,2193468,2012,23
开心超人,2193278,2013,3566
火焰山历险记,2193275,2013,583
寒战,2193339,2012,25303
深夜前的五分钟,2193243,2014,1007
古镇凶灵之巫咒缠身,2193243,2013,1064
终极大冒险,2193264,2013,446
爱·回家,2193193,2013,0
啊朋友还钱,2193179,2013,252
啊朋友还钱,2193178,2013,252
狄仁杰之神都龙王,2192715,2013,60077
永不消失的广播,2193104,2014,39
抱养奇缘,2193061,2015,0
光的棍,2193195,2013,70
刺客聂隐娘,2191664,2015,6140
前任攻略,2192129,2014,12968
甜心巧克力,2189252,2013,412
椰岛警魂,2189823,2012,0
昆塔·盒子总动员,2187850,2013,1719
孪生密码,2188340,2013,82
我想和你好好的,2187997,2013,8774
闯入迷宅,2188030,2014,0
神奇,2187966,2013,4595
咱们结婚吧,2186404,2015,28448
俐侎阿朵,2186284,2014,0
大寒桃花开,2186505,2014,114
拐杖,2185059,2013,3
中国好声音之为你转身,2185447,2013,301
一号目标,2232080,2014,204
放手爱,2232094,2014,198
蓝色骨头,2231783,2014,420
激浪青春,2231774,2014,498
蓝色骨头,2231777,2014,420
完美超越,2231907,2014,232
有一天,2231930,2014,219
有一天,2231932,2014,219
谁动了我的梦想,2231800,2014,319
心咒,2231874,2014,243
有一天,2231948,2014,219
怖偶,2231693,2014,563
封门村,2231688,2014,567
有一天,2231725,2014,219
死亡邮件,2231657,2014,646
我就是我,2231641,2014,652
时间都去哪了,2231474,2015,26
黑猫警长之翡翠之星,2231365,2015,7197
桔子的天空,2231414,2015,15
诡八楼,2231046,2014,728
洋妞到我家,2231006,2014,756
还魂之迷失曼谷,2231066,2014,778
特工艾米拉,2231026,2014,741
黄金福将,2231115,2015,125
洋妞到我家,2230960,2014,756
洋妞到我家,2231004,2014,756
王朝的女人·杨贵妃,2230932,2015,13393
密道追踪之阴兵虎符,2230455,2014,901
密道追踪之阴兵虎符,2230453,2014,901
爱情进化论,2230939,2014,762
守梦者,2230304,2015,31
推拿,2230301,2014,1314
推拿,2230299,2014,1314
敬礼检察官,2230355,2015,0
江湖论剑实录,2230413,2014,1093
江湖论剑实录,2230402,2014,1093
我的播音系女友,2230281,2014,1282
推拿,2230294,2014,1314
恐怖电影院,2230228,2014,1228
恐怖电影院,2230219,2014,1228
床下有人2,2230221,2014,1489
万万没想到,2230197,2015,32251
81号农场之疯狂的麦咭,2230197,2014,1878
81号农场之疯狂的麦咭,2230191,2014,1878
奥拉星：进击圣殿,2230264,2015,847
巴啦啦小魔仙之魔法的考验,2230160,2014,1916
巴啦啦小魔仙之魔法的考验,2230156,2014,1916
怨灵,2230185,2014,1894
女生宿舍,2230247,2014,1283
食人虫,2230071,2014,2257
好命先生,2230088,2014,2212
谁说我们不会爱,2230121,2014,2146
魔幻仙踪,2230113,2014,2186
巴啦啦小魔仙之魔法的考验,2230153,2014,1916
魔幻仙踪,2230110,2014,2186
魔幻仙踪,2230102,2014,2186
食人虫,2230049,2014,2257
魁拔Ⅲ战神崛起,2230009,2014,2499
完美假妻168,2229829,2014,2929
大话天仙,2229784,2014,2962
唐人街探案,2229773,2015,82441
全城通缉,2229745,2014,3504
王牌,2229761,2014,3165
开心超人2：启源星之战,2229848,2014,2803
王牌,2229764,2014,3165
秦时明月之龙腾万里,2229616,2014,5998
秦时明月之龙腾万里,2229613,2014,5998
笔仙3,2229660,2014,5038
猪猪侠之勇闯巨人岛,2229702,2014,4365
龙之谷：破晓奇兵,2229641,2014,5740
秦时明月之龙腾万里,2229614,2014,5998
潜艇总动员4：章鱼奇遇记,2229683,2014,4910
秦时明月之龙腾万里,2229610,2014,5998
神秘世界历险记2,2229409,2014,6193
太空熊猫总动员,2229467,2014,438
神秘世界历险记2,2229473,2014,6193
露水红颜,2229265,2014,6628
死亡派对,2229220,2014,551
英雄之战,2229209,2014,7458
整容日记,2229183,2014,8440
前任攻略,2229110,2014,12968
前任攻略,2229104,2014,12968
我的早更女友,2229068,2014,16180
我的早更女友,2229067,2014,16180
太平轮（上）,2229051,2014,19542
太平轮（上）,2229043,2014,19542
我的早更女友,2229066,2014,16180
闺蜜,2229011,2014,20494
微爱之渐入佳境,2228929,2014,28637
催眠大师,2228918,2014,27389
白发魔女传之明月天国,2228895,2014,38914
老男孩之猛龙过江,2228961,2014,20887
心花路放,2228580,2014,116934
我是路人甲,2228181,2015,6383
小时代4：灵魂尽头,2228474,2015,48842
驱魔少年,2228534,2015,
兔子镇的火狐狸,2228669,2015,266
我是路人甲,2228166,2015,6383
我是路人甲,2228164,2015,6383
西游记之大圣归来,2228745,2015,95652
奋斗吧！青春,2227206,2015,
汽车人总动员,2228138,2015,584
午夜43路,2227938,2015,840
开心超人2：启源星之战,2227005,2014,2803
意外的恋爱时光,2226776,2013,2362
81号农场之保卫麦咭,2226764,2013,2531
杜拉拉追婚记,2227183,2015,4971
小猪班纳大电影之梦想大“帽”险,2227198,2015,449
喜羊羊与灰太狼之喜气羊羊过蛇年,2226598,2013,12493
赛尔号大电影3之战神联盟,2226591,2013,7649
制服,2226578,2013,1293
刺客,2226714,2013,10
昆塔·盒子总动员,2226609,2013,1719
三月情流感,2226571,2013,135
神奇,2226740,2013,4595
我爱灰太狼2,2226738,2013,7549
小时代,2226731,2013,48478
林中小屋,2226607,2014,396
铁血娇娃,2226701,2013,522
无法证明,2226502,2015,14
天边的孩子,2226532,2015,7
昆塔·盒子总动员,2226252,2013,1719
亲，别怕,2226037,2015,226
哺乳期的女人,2226045,2015,28
亲，别怕,2226032,2015,226
石器时代之百万大侦探,2226124,2013,32
杀戒,2226227,2013,947
我为相亲狂,2225309,2013,517
铁血娇娃,2225308,2013,522
拳霸风云,2224786,2015,133
幸福很囧,2224801,2015,23
狄仁杰之神都龙王,2223766,2013,60077
永远的守望,2224730,2015,9
狄仁杰之神都龙王,2223758,2013,60077
女神跟我走,2224127,2015,37
青春小说,2220517,2013,1
血彩,2220523,2014,13
菜鸟,2219396,2015,191
美丽笨女人,2218836,2015,38
全能囧爸,2219088,2015,83
北京·纽约,2219117,2015,1905
匆匆那年,2218402,2014,58849
钢铁，是这样炼成的,2218021,2015,9
热血男人帮,2217212,2015,178
奥拉星：进击圣殿,2216440,2015,847
家有虎妻,2216292,2015,26
浪漫天降,2216199,2015,785
太平轮（上）,2215585,2014,19542
精武青春,2214976,2014,96
猪猪侠之终极决战,2178067,2015,4549
藏獒多吉,2177300,2011,148
白幽灵传奇之绝命逃亡,2176714,2015,2432
王牌,2174895,2014,3165
最美的时候遇见你,2174569,2015,156
将爱情进行到底,3802,2011,19363
超时空救兵,366670,2012,374
假装情侣,366670,2011,3133
台北飘雪,26263,2012,195
我是狼之火龙山大冒险,2522,2014,207
美丽乡愁,2301484,2015,0
大闹天宫（动画版）,2183667,2012,5110
我知女人心,2183622,2011,6537
春娇与志明,2183275,2012,7059
时间都去哪了,2183442,2015,26
辛巴达历险记2013,2183183,2013,4022
我爱灰太狼2,2183183,2013,7549
冰封：重生之门,2183165,2014,14269
暴走吧，女人,2181397,2013,199
201314,2180920,2013,1326
山娃,2181057,2015,0
孝女彩金,2180789,2012,330
天机,2180551,2015,0
沙井村之恋,2180737,2012,
夜半梳头,2180735,2014,1348
同桌的你,2180675,2014,45576
紫霞,2179933,2015,49
U盘,2179828,2014,40
我是谁2015,2179577,2015,551
禁忌游戏之迷藏,2179577,2013,379
咒丝,2179316,2013,744
痞子英雄之全面开战,2178896,2012,8744
痞子英雄之全面开战,2178895,2012,8744
半夜不要照镜子,2178512,2012,1146
潘多拉的宝剑,2178909,2012,105
西游记之大圣归来,2179113,2015,95652
醉后一夜,2178262,2012,991
小河亲过我的脸,2178222,2014,0
青魇,2178305,2012,818
西游记之大圣归来,2177881,2015,95652
奥拉星：进击圣殿,2177881,2015,847
危城之恋,2177881,2012,2
房车奇遇,2177853,2014,50
魁拔Ⅲ战神崛起,2177323,2014,2499
魁拔,2177323,2011,499
我的老婆是只猫,2177514,2013,164
对不起，我爱你,2177488,2014,279
娜娜,2177488,2012,6
百年情书,2177436,2011,14
模特魅影,2177428,2013,333
完美的爱,2177251,2011,22
荒岛情未了,2175913,2012,371
索马里真相,2175633,2012,144
谁动了我的梦想,2175267,2014,319
公主的诱惑,2174762,2013,161
大叔，我爱你,2174985,2013,476
桃姐,2174681,2012,7052
江南爱情故事,2024384,2014,122
隐形的黑手,2023622,2014,
我们永远在一起,2023596,2012,0
铁塔油花浪漫曲,2023305,2014,0
你是哪里人,2023307,2011,64
少年班,2023109,2015,5068
当爸爸来敲门,2023109,2011,1
飘落的羽毛,2022837,2013,32
守株人,2022837,2012,308
边境风云,2022509,2012,2923
天使：生命处方,2022496,2015,8
雷锋的微笑,2022496,2013,45
青春激荡的年代,2022403,2015,0
人在征途,2022245,2014,0
拳皇,2022152,2012,217
青木川传奇,2022272,2011,0
猪猪侠之终极决战,2014659,2015,4549
猪猪侠之勇闯巨人岛,2014659,2014,4365
猪猪侠之囧囧危机,2014659,2012,1188
百年情书,2014613,2011,14
危险关系,2014726,2012,6271
有种你爱我,2014377,2015,6822
百亿囧神,2012705,2013,
阿尔巴特,2013040,2012,1
密道追踪之阴兵虎符,2012667,2014,901
赛尔号之寻找凤凰神兽,2013046,2011,4403
阿佤山,2013048,2012,0
山喜鹊,2011663,2011,
海澜,2010097,2013,
胜利,2009834,2014,1
月光恋,2009769,2012,8
拐杖,2009645,2013,3
人山人海,2009686,2012,119
我的母亲,2009658,2013,0
21岁派对,2009704,2014,174
秘密花园,1948682,2012,545
北京·纽约,2253067,2015,1905
古宝奇缘,2253067,2011,49
阿拉尔·我和你,2246335,2013,0
探秘者,2244027,2015,29
探秘者,2244021,2015,29
我只要我们在一起,2243269,2015,307
师父,2239675,2015,5482
牛老汉的幸福生活,2239693,2013,501
火云端,2239538,2015,10
男二本色,2237954,2015,6
遭遇海明威,2238001,2015,22
既然青春留不住,2236411,2015,5020
猛龙特囧,2236388,2015,634
零点杀机,2235952,2015,46
年少轻狂,2234500,2015,1309
长江7号：超萌特攻队,2234442,2015,832
港囧,2234567,2015,161410
墓穴迷城,2234767,2015,249
诡劫,2233882,2015,259
诡劫,2233883,2015,259
赛尔号4大电影：圣魔之战,2233921,2014,6233
1980年代的爱情,2233942,2015,176
我不是贼,2233719,2014,6
金色时光,2233720,2014,5
国宝疑云,2233779,2014,3
国宝疑云,2233784,2014,3
森林孤影,2233791,2014,3
分手木马计,2233713,2014,7
凡人烦恼,2233813,2014,2
哈琅署火,2233737,2012,
深情约定,2233581,2014,18
渴望的青春,2233576,2014,19
等你追我,2233690,2014,10
百团大战,2233632,2015,41367
换爱七日,2233606,2014,18
血彩,2233620,2014,13
星语心愿之再爱,2233544,2015,521
卧龙岗,2233140,2014,29
渴望的青春,2233562,2014,19
剑河,2233177,2014,24
飞跃地心,2233002,2014,32
飞跃地心,2232996,2014,32
假日总动员,2232989,2014,0
飞鱼秀,2232989,2014,33
飞鱼秀,2232978,2014,33
刺客聂隐娘,2232785,2015,6140
第一眼爱情,2232742,2014,46
第一眼爱情,2232743,2014,46
夺樽,2232376,2014,74
毕业那年分手季,2232595,2014,73
毕业那年分手季,2232590,2014,73
恋者多喜欢,2232610,2014,38
金牌流浪狗,2232266,2014,105
深情约定,2232236,2014,18
一个温州的女人,2232321,2014,92
一个温州的女人,2232314,2014,92
谍·莲花,2232252,2015,2071
黑月,2232288,2014,96
破局,2232199,2014,163
破局,2232200,2014,163
狙击时刻,2232172,2014,168
江南爱情故事,2232225,2014,122
狙击时刻,2232162,2014,168
超萌英雄,2232144,2014,168
怒放之青春再见,2231972,2014,202
怒放之青春再见,2232017,2014,202
超萌英雄,2232130,2014,168
忘了去懂你,2232038,2014,213
摩登森林之美食总动员,2232029,2014,216
怒放之青春再见,2232022,2014,202
一路狂奔,1948540,2013,588
三只小猪与神灯,1948146,2015,2382
龙之谷：破晓奇兵,1948146,2014,5740
夜店诡谈,1948203,2012,756
绝录求生,1947852,2012,417
生命之舟,1947909,2011,
落跑吧，爱情,1903312,2015,1305
唇唇欲动,1903312,2013,33
宝岛漫波,1903601,2011,
中国合伙人,1903111,2013,53879
北京爱情故事,1903165,2014,40555
80后的独立宣言,1903045,2014,39
我们约会吧,1903089,2011,523
紫宅,1903238,2011,1041
河东狮吼2,1878311,2012,7091
麦兜我和我妈妈,1878139,2014,
北京爱情故事,1877647,2014,40555
狼图腾,1877380,2015,70424
倾城之泪,1877380,2011,4397
云之锦,1877266,2012,15
花香,1871296,2014,12
大闹天宫（动画版）,1869952,2012,5110
盗马记,1868497,2014,6273
解救吾先生,1868225,2015,19591
兔侠之青黎传说,1867912,2015,2973
兔侠传奇,1867912,2011,1565
生死船票,1867759,2014,
哭笑不得,1866064,2012,101
我的母亲,1866008,2013,0
乡村不寂寞,1866130,2015,3
潘多拉的宝剑,1866197,2012,105
201314,1865979,2013,1326
我们毕业的夏天,1865933,2014,104
黑猫警长之翡翠之星,1862318,2015,7197
脱轨时代,1861855,2014,5473
新步步惊心,9882,2015,3221
时光恋人,9882,2013,413
露水红颜,9998,2014,6628
左耳,9998,2015,48522
西游记之大圣归来,9998,2015,95652
铠甲勇士之雅塔莱斯,9998,2014,4441
巴啦啦小魔仙之魔法的考验,9998,2014,1916
四大名捕,9998,2012,19985
头等大事,9749,2011,
冰雪11天,97,2012,958
憨哥进城,99,2013,461
百万巨鳄,99,2012,1288
甲天下,7242,2011,15
最爱,7242,2011,5831
忠诚与背叛,722,2012,1822
飞天,722,2011,6574
大上海,6904,2012,14975
血滴子,6904,2012,7187
新娘大作战,6904,2015,17336
王朝的女人·杨贵妃,69,2015,13393
天河,722,2014,3324
万箭穿心,73,2012,265
啊朋友还钱,7253,2013,252
前任攻略,7021,2014,12968
爱封了,6984,2011,352
嫁个100分男人,7021,2012,2526
全球热恋,6956,2011,5824
超越那一天,716,2013,37
柠檬,6727,2013,167
就是闹着玩的,6580,2012,324
毒战,6623,2013,14695
警察日记,6424,2014,210
功夫侠,6424,2013,67
愤怒的小孩,657,2013,844
一代宗师,6732,2013,28923
冰封：重生之门,657,2014,14269
太平轮（上）,6621,2014,19542
黄飞鸿之英雄有梦,6161,2014,18422
跑出一片天,6154,2012,128
奋斗,6154,2011,567
十五岁的笑脸,6139,2012,224
海洋,610,2011,2689
云之锦,639,2012,15
飞跃地心,86,2014,32
B+侦探,86,2011,2501
极速先锋,852,2011,49
李献计历险记,8447,2011,830
战狼,8448,2015,54555
不二神探,8448,2013,28400
同谋,8679,2013,2257
越来越好之村晚,7887,2013,3002
满园春色,821,2011,66
火中凤凰,813,2011,
爱到底,7928,2011,1149
猎仇者,7928,2013,581
蓝裙子,7902,2011,0
终极大冒险,7430,2013,446
孤岛惊魂,7415,2011,8905
春娇与志明,7415,2012,7059
80后的独立宣言,74,2014,39
功夫侠,7414,2013,67
浪漫天降,7443,2015,785
洛克王国4：出发！巨人谷,7443,2015,7698
血滴子,7443,2012,7187
一九四二,7397,2012,37113
敏感事件,7397,2011,230
兔侠传奇,7397,2011,1565
向阳坡传说,726,2012,0
雷锋的微笑,7231,2013,45
拯救第365天,7231,2012,137
怦然星动,7415,2015,15973
恋爱中的城市,7415,2015,5365
我是证人,7415,2015,21527
密道追踪之阴兵虎符,738,2014,901
最长的拥抱,7393,2012,14
无人区,94,2013,25962
搞定岳父大人,94,2012,1770
兔侠传奇,94,2011,1565
中国合伙人,9270,2013,53879
与敌同寝,895577,2011,
北京·纽约,953,2015,1905
解救吾先生,953,2015,19591
爱情银行,939,2013,536
硬汉2：奉陪到底,953,2011,2326
都是手机惹的祸,920,2013,0
闯入者,91,2015,1003
一夜惊喜,9464,2013,17732
萧红,93,2013,202
热爱岛,93,2012,278
萧红,9677,2013,202
消失的子弹,969,2012,15950
功夫,87,2015,2560
亲家过年,8694,2012,1296
情敌蜜月,8659,2015,1035
亲爱的,8659,2014,34496
宫锁沉香,87,2013,5447
春蕾绽放,8863,2011,0
北漂鱼,8835,2013,332
熊猫总动员,8835,2011,4568
咱们结婚吧,874,2015,28448
毕业那年,874,2012,286
十月初五的月光,8677,2015,4261
最强囍事,8677,2011,16714
观音山,85,2011,6994
二次曝光,85,2012,10738
唐人街探案,2278312,2015,82441
百变爱人,22720,2014,2415
男人不可以穷,22720,2014,1376
王牌情敌,22720,2013,1170
叶问：终极一战,22720,2013,1113
笑功震武林,22720,2013,7022
我老公不靠谱,22720,2012,2596
奔跑吧！兄弟,22720,2015,44644
小猪班纳大电影之梦想大“帽”险,2269133,2015,449
小时代2：青木时代,23148,2013,29629
封门村,2307110,2014,567
狂野飞车,2305074,2015,304
警察日记,406,2014,210
假日总动员,3921,2014,0
通道转兵,3926,2011,1611
失恋33天,38584,2011,32053
李献计历险记,38584,2011,830
黎明之眼,3114,2014,29
微爱之渐入佳境,32548,2014,28637
狄仁杰之神都龙王,32548,2013,60077
一场风花雪月的事,32548,2013,2276
北京爱情故事,321,2014,40555
王的盛宴,31479,2012,7700
焦裕禄,3137,2012,409
杨善洲,3137,2011,8345
谍·莲花,3165,2015,2071
探灵档案,3193,2015,334
午夜火车,31479,2013,679
九层妖塔,29279,2015,68292
回到被爱的每一天,29279,2015,168
咱们结婚吧,29279,2015,28448
炫舞天鹅,29279,2011,45
谜城,2926,2015,14885
猪猪侠之终极决战,2926,2015,4549
食人虫,2926,2014,2257
宝岛双雄,2926,2012,732
飞越老人院,308,2012,525
摇滚英雄,291,2015,180
重来,291,2011,16
建党伟业,3094,2011,40923
蓝色骨头,3080,2014,420
一路惊心,3136,2011,51
道士下山,27593,2015,40078
太极侠,27593,2013,2756
地域无门,27595,2012,268
饮食男女2012,26581,2012,454
深夜前的五分钟,27,2014,1007
将爱情进行到底,27,2011,19363
关于爱情和那些魔鬼,2895,2012,66
煎饼侠,2665,2015,116275
幸福对对碰,26634,2012,
大野狼和小绵羊的爱情,27029,2013,79
我愿意,2651,2012,8497
浪漫天降,2650,2015,785
萧红,2653,2013,202
女蛹,2652,2013,1192
绝对底线,5751,2012,101
纽约客@上海,5789,2012,107
双人床条约,5789,2011,169
王朝的女人·杨贵妃,5733,2015,13393
一路惊心,576,2011,51
西藏天空,5845,2014,1798
雷锋在1959,5798,2014,51
天河,5798,2014,3324
绝代：末代女土司,5750,2011,9
警察故事2013,5850,2013,53438
触不可及,5534,2014,7681
谍·莲花,594,2015,2071
一个温州的女人,571,2014,92
一个勺子,5467,2015,2252
触不可及,5467,2014,7681
一号目标,5467,2014,204
麦兜我和我妈妈,547,2014,
三个未婚妈妈,547,2012,475
爸爸去哪儿2,547,2015,22351
触不可及,547,2014,7681
麦兜·我和我妈妈,547,2014,4438
建党伟业,5517,2011,40923
杀生,5516,2012,1914
跑山,5510,2011,0
幸福梦想,5471,2014,1
桃姐,5476,2012,7052
夜莺,5420,2014,2204
有一天,5414,2014,219
有一天,5409,2014,219
一生有爱,4408,2012,0
许海峰的枪,4408,2012,56
星星的孩子,4438,2012,32
咱们是亲人,4179,2012,139
爱情银行,4128,2013,536
星探,4123,2015,15
白日焰火,4240,2014,10304
同谋,421888,2013,2257
狗十三,421,2013,0
建党伟业,4240,2011,40923
寻龙诀,4177,2015,168274
小鱼吃大鱼,4180,2012,105
建党伟业,4177,2011,40923
与妻书,423,2012,25
遭遇海明威,4179,2015,22
饭局也疯狂,4093,2012,4381
门球健将,409,2011,0
浮出水面的影子,40,2012,218
燃烧的生命,3965,2012,41
老夫子之小水虎传奇,5306,2011,179
反贪风暴,4871,2014,9530
归来,4885,2014,29146
新步步惊心,4984,2015,3221
四大名捕,4984,2012,19985
左耳,4984,2015,48522
战狼,4865,2015,54555
女人如花,3701,2012,160
青春·com,3768,2014,14
伊犁河,3712,2014,0
听风者,3932,2012,23220
推拿,3744,2014,1314
床下有人,37607,2011,1484
青春.com,3768,2014,
小小飞虎队,369,2013,150
九层妖塔,361567,2015,68292
我知女人心,3460,2011,6537
天河,361566,2014,3324
我愿意,361566,2012,8497
私人订制,36,2013,71380
敢死队3,3424,2014,45326
失恋33天,361567,2011,32053
斗地主,3348,2015,81
最佳嫌疑人,3340,2014,884
心花路放,3337,2014,116934
心花路放,3339,2014,116934
黄金大劫案,3339,2012,15031
功夫战斗机,33189,2013,130
四戒,3348,2012,166
真心话大冒险,3348,2012,1526
101次求婚,3341,2013,20000
杀生,3341,2012,1914
厨子戏子痞子,3341,2013,27283
杨光的快乐生活,3289,2013,207
重返大海,3289,2012,385
真心话大冒险,3278,2012,1526
圣诞玫瑰,325,2013,2349
浮城大亨,325,2012,903
梦游3D,325,2011,896
寻龙诀,32548,2015,168274
宫锁沉香,33415,2013,5447
光辉岁月,3357,2013,376
好命先生,3348,2014,2212
一路狂奔,3348,2013,588
冰雪11天,3348,2012,958
百万巨鳄,3276,2012,1288
金太狼的幸福生活,2838,2013,560
杨门女将之军令如山,2633,2011,3494
少女灵异日记,2608,2013,258
危机公关,2608,2012,12
大明劫,2605,2013,454
宝岛双雄,2650,2012,732
我和你,2654,2012,11
小建的合唱团,2654,2011,
一场风花雪月的事,2573,2013,2276
匹夫,2573,2012,2766
与时尚同居,2573,2011,567
北京时间,2475,2015,0
逆袭,2475,2013,19
恋者多喜欢,25969,2014,38
我的男男男男朋友,25969,2013,780
最爱,25001,2011,5831
毕业那年,2377,2012,286
麦兜·当当伴我心,2382,2012,4898
少年岳飞传奇,2382,2011,134
杀生,2414,2012,1914
爱我就陪我看电影,2414,2015,909
智取威虎山,2414,2014,88275
抓猴,2414,2014,
无人区,2386,2013,25962
人山人海,2386,2012,119
人再囧途之泰囧,2386,2012,127193
一代宗师3D,2381,2015,6301
刘伯承市长,2373,2012,25
传奇福贵人,2357,2011,
1980年代的爱情,2355,2015,176
台北飘雪,2355,2012,195
热血男人帮,2344,2015,178
秘密花园,23435,2012,545
巴黎宝贝,5302,2011,2120
四大名捕,5302,2012,19985
战国,5026,2011,7604
乐翻天,5340,2012,507
我知女人心,5335,2011,6537
老炮儿,5306,2015,90279
从哪来，到哪去,4680,2014,12
边境风云,4865,2012,2923
微爱之渐入佳境,4863,2014,28637
恶棍天使,4798,2015,64958
建党伟业,4769,2011,40923
打工老板,4655,2014,60
二次曝光,4655,2012,10738
冲上云霄,4735,2015,15631
激浪青春,463,2014,498
白日焰火,463,2014,10304
特殊身份,463,2013,15526
盲探,463,2013,21419
功夫侠,463,2013,67
一场风花雪月的事,463,2013,2276
有种,463,2013,39
咒丝,463,2013,744
警察故事2013,463,2013,53438
201314,463,2013,1326
在一起,463,2013,3228
正骨,453,2013,10
战火中的芭蕾,4511,2015,1210
盲探,4532,2013,21419
观音山,4641,2011,6994
甲方乙方,463,2015,19
史前怪兽,463,2014,3483
大话天仙,463,2014,2962
月色狰狞,4640,2012,98
观音山,4640,2011,6994
大峰祖师,4504,2014,48
十二生肖,4479,2012,88118
形影不离,463,2012,894
绝录求生,463,2012,417
武林外传,463,2011,19600
硬汉2：奉陪到底,463,2011,2326
无价之宝,463,2011,2196
甲方乙方,455,2015,19
私人订制,454,2013,71380
黑瞳,4533,2015,986
微爱之渐入佳境,4533,2014,28637
对不起，我爱你,4533,2014,279
王牌,4654,2014,3165
建党伟业,4457,2011,40923
与妻书,4533,2012,25
冥画,4457,2015,
81号农场之保卫麦咭,2226756,2013,2531
81号农场之保卫麦咭,2226753,2013,2531
越位者,2226746,2013,29
